TM,STN,TA,POP,is_precip,WD_sin,WD_cos,SKY
202001010000,104,-4.2,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001010100,104,-3.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001010200,104,-3.6,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001010300,104,-3.4,0,0,1.0,6.123233995736766e-17,DB01
202001010400,104,-5.2,0,0,0.0,1.0,DB01
202001010500,104,-3.1,0,0,0.6427876096865395,-0.7660444431189779,DB01
202001010600,104,-5.3,0,0,-0.6427876096865396,0.7660444431189778,DB01
202001010700,104,-4.2,0,0,1.2246467991473532e-16,-1.0,DB01
202001010800,104,-3.8,0,0,1.2246467991473532e-16,-1.0,DB01
202001010900,104,-0.6,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001011000,104,2.1,0,0,0.6427876096865395,-0.7660444431189779,DB01
202001011100,104,3.6,0,0,0.9396926207859084,-0.3420201433256687,DB01
202001011200,104,5.3,0,0,0.0,1.0,DB01
202001011300,104,6.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011400,104,6.3,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001011500,104,5.2,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011600,104,4.1,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001011700,104,2.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011800,104,0.7,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001011900,104,0.6,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001012000,104,0.3,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001012100,104,-0.1,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001012200,104,-0.6,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001012300,104,-0.5,0,0,1.2246467991473532e-16,-1.0,DB01
202001020000,104,-0.8,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001020100,104,-0.5,0,0,1.2246467991473532e-16,-1.0,DB01
202001020200,104,-0.5,0,0,1.2246467991473532e-16,-1.0,DB01
202001020300,104,-0.4,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001020400,104,-0.8,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001020500,104,-0.9,0,0,1.2246467991473532e-16,-1.0,DB01
202001020600,104,-0.8,0,0,1.2246467991473532e-16,-1.0,DB01
202001020700,104,-1.7,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001020800,104,-1.0,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001020900,104,1.6,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001021000,104,4.0,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001021100,104,5.5,0,0,1.2246467991473532e-16,-1.0,DB01
202001021200,104,6.5,0,0,-1.0,-1.8369701987210297e-16,DB01
202001021300,104,6.4,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001021400,104,7.1,0,0,0.6427876096865395,-0.7660444431189779,DB01
202001021500,104,7.1,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001021600,104,6.2,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001021700,104,4.0,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001021800,104,3.3,0,0,1.2246467991473532e-16,-1.0,DB01
202001021900,104,1.5,0,0,0.0,1.0,DB01
202001022000,104,1.1,0,0,0.9396926207859084,-0.3420201433256687,DB01
202001022100,104,2.3,0,0,1.2246467991473532e-16,-1.0,DB01
202001022200,104,2.1,0,0,1.2246467991473532e-16,-1.0,DB01
202001022300,104,2.1,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001030000,104,1.8,0,0,0.3420201433256689,-0.9396926207859083,DB02
202001030100,104,1.2,0,0,1.2246467991473532e-16,-1.0,DB01
202001030200,104,1.8,0,0,1.2246467991473532e-16,-1.0,DB01
202001030300,104,0.3,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001030400,104,0.4,0,0,0.3420201433256689,-0.9396926207859083,DB03
202001030500,104,0.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001030600,104,1.4,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001030700,104,2.1,0,0,1.2246467991473532e-16,-1.0,DB01
202001030800,104,1.6,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001030900,104,3.1,0,0,-0.7660444431189779,-0.6427876096865395,DB02
202001031000,104,6.2,0,0,-1.0,-1.8369701987210297e-16,DB01
202001031100,104,5.7,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001031200,104,8.2,0,0,-0.6427876096865396,0.7660444431189778,DB01
202001031300,104,9.0,0,0,-0.9396926207859083,0.342020143325669,DB01
202001031400,104,9.2,0,0,-0.9396926207859083,0.342020143325669,DB01
202001031500,104,9.3,0,0,-0.9396926207859083,0.342020143325669,DB01
202001031600,104,9.1,0,0,-0.9396926207859083,0.342020143325669,DB01
202001031700,104,7.5,0,0,-0.9396926207859083,0.342020143325669,DB01
202001031800,104,4.7,0,0,0.6427876096865395,-0.7660444431189779,DB01
202001031900,104,4.8,0,0,1.2246467991473532e-16,-1.0,DB04
202001032000,104,3.4,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001032100,104,3.1,0,0,1.2246467991473532e-16,-1.0,DB01
202001032200,104,3.3,0,0,1.2246467991473532e-16,-1.0,DB01
202001032300,104,2.0,0,0,1.2246467991473532e-16,-1.0,DB01
202001040000,104,0.9,0,0,1.2246467991473532e-16,-1.0,DB01
202001040100,104,0.8,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001040200,104,-0.2,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001040300,104,0.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001040400,104,0.7,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001040500,104,1.8,0,0,1.2246467991473532e-16,-1.0,DB01
202001040600,104,1.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001040700,104,1.7,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001040800,104,1.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001040900,104,3.1,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001041000,104,6.6,0,0,-0.6427876096865396,0.7660444431189778,DB01
202001041100,104,7.3,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041200,104,8.0,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041300,104,8.4,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041400,104,8.7,0,0,-0.6427876096865396,0.7660444431189778,DB01
202001041500,104,8.6,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041600,104,7.9,0,0,-0.6427876096865396,0.7660444431189778,DB01
202001041700,104,6.4,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041800,104,5.5,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041900,104,4.1,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001042000,104,3.5,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001042100,104,3.6,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001042200,104,3.2,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001042300,104,2.2,0,0,1.2246467991473532e-16,-1.0,DB01
202001050000,104,1.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001050100,104,1.7,0,0,1.2246467991473532e-16,-1.0,DB01
202001050200,104,1.9,0,0,1.2246467991473532e-16,-1.0,DB01
202001050300,104,1.7,0,0,1.2246467991473532e-16,-1.0,DB01
202001050400,104,1.1,0,0,1.2246467991473532e-16,-1.0,DB01
202001050500,104,0.2,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001050600,104,0.3,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001050700,104,-0.8,0,0,1.2246467991473532e-16,-1.0,DB01
202001050800,104,0.6,0,0,1.2246467991473532e-16,-1.0,DB01
202001050900,104,2.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001051000,104,5.3,0,0,0.3420201433256689,-0.9396926207859083,DB01
202001051100,104,6.6,0,0,-0.3420201433256686,0.9396926207859084,DB01
202001051200,104,7.3,0,0,0.9396926207859083,0.3420201433256688,DB01
202001051300,104,7.9,0,0,0.3420201433256687,0.9396926207859084,DB01
202001051400,104,8.4,0,0,0.766044443118978,0.6427876096865394,DB01
202001051500,104,8.3,0,0,0.766044443118978,0.6427876096865394,DB01
202001051600,104,7.5,0,0,0.9396926207859084,-0.3420201433256687,DB01
202001051700,104,5.4,0,0,0.0,1.0,DB02
202001051800,104,4.7,0,0,0.0,1.0,DB03
202001051900,104,4.7,0,0,-0.9396926207859084,-0.34202014332566855,DB03
202001052000,104,4.1,0,0,-0.34202014332566866,-0.9396926207859084,DB03
202001052100,104,3.7,0,0,-0.34202014332566866,-0.9396926207859084,DB03
202001052200,104,2.3,0,0,1.2246467991473532e-16,-1.0,DB01
202001052300,104,3.2,0,0,-0.34202014332566866,-0.9396926207859084,DB02
202001060000,104,3.1,0,0,1.2246467991473532e-16,-1.0,DB01
202001060100,104,2.8,0,0,-0.34202014332566866,-0.9396926207859084,DB02
202001060200,104,3.1,0,0,1.2246467991473532e-16,-1.0,DB04
202001060300,104,3.5,0,0,1.2246467991473532e-16,-1.0,DB03
202001060400,104,2.9,0,0,1.2246467991473532e-16,-1.0,DB03
202001060500,104,1.8,0,0,-0.34202014332566866,-0.9396926207859084,DB03
202001060600,104,2.1,0,0,1.2246467991473532e-16,-1.0,DB03
202001060700,104,3.1,0,0,0.3420201433256689,-0.9396926207859083,DB04
202001060800,104,3.4,0,0,1.2246467991473532e-16,-1.0,DB04
