TM,STN,TA,POP,is_precip,WD_sin,WD_cos,SKY
202001010000,105,-3.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010100,105,-2.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010200,105,-1.6,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001010300,105,-1.4,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010400,105,-0.9,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010500,105,-1.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010600,105,-0.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010700,105,-0.4,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010800,105,0.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001010900,105,1.5,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011000,105,2.9,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011100,105,4.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011200,105,5.4,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011300,105,5.7,0,0,-0.34202014332566866,-0.9396926207859084,DB04
202001011400,105,6.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011500,105,5.1,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001011600,105,4.1,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011700,105,2.4,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011800,105,1.8,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001011900,105,1.6,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001012000,105,1.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001012100,105,1.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001012200,105,1.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001012300,105,0.8,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020000,105,0.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020100,105,0.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020200,105,1.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020300,105,0.8,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020400,105,0.9,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020500,105,0.8,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001020600,105,0.8,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020700,105,0.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020800,105,1.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001020900,105,2.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001021000,105,3.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001021100,105,5.5,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001021200,105,6.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001021300,105,6.5,0,0,-0.7660444431189779,-0.6427876096865395,DB04
202001021400,105,7.6,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001021500,105,7.5,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001021600,105,6.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001021700,105,4.7,0,0,-0.7660444431189779,-0.6427876096865395,DB04
202001021800,105,4.3,0,0,-0.34202014332566866,-0.9396926207859084,DB04
202001021900,105,4.1,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001022000,105,4.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001022100,105,3.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001022200,105,3.5,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001022300,105,3.5,0,0,-0.7660444431189779,-0.6427876096865395,DB02
202001030000,105,3.5,0,0,-0.7660444431189779,-0.6427876096865395,DB02
202001030100,105,3.4,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001030200,105,3.1,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001030300,105,3.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001030400,105,3.1,0,0,-0.7660444431189779,-0.6427876096865395,DB03
202001030500,105,3.1,0,0,-0.7660444431189779,-0.6427876096865395,DB02
202001030600,105,3.2,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001030700,105,3.1,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001030800,105,3.2,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001030900,105,4.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001031000,105,5.2,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001031100,105,6.0,0,0,-0.7660444431189779,-0.6427876096865395,DB02
202001031200,105,8.2,0,0,-0.7660444431189779,-0.6427876096865395,DB04
202001031300,105,10.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001031400,105,11.1,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001031500,105,10.8,0,0,-0.9396926207859083,0.342020143325669,DB01
202001031600,105,10.3,0,0,-0.9396926207859084,-0.34202014332566855,DB04
202001031700,105,8.1,0,0,-0.9396926207859083,0.342020143325669,DB04
202001031800,105,6.6,0,0,-0.9396926207859084,-0.34202014332566855,DB04
202001031900,105,6.4,0,0,-0.9396926207859084,-0.34202014332566855,DB04
202001032000,105,5.4,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202001032100,105,4.8,0,0,-0.7660444431189779,-0.6427876096865395,DB04
202001032200,105,4.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001032300,105,4.2,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001040000,105,3.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001040100,105,3.6,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001040200,105,3.2,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001040300,105,3.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001040400,105,2.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001040500,105,3.2,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001040600,105,2.9,0,0,-0.7660444431189779,-0.6427876096865395,DB02
202001040700,105,2.8,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001040800,105,2.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001040900,105,3.6,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001041000,105,4.8,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001041100,105,6.4,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001041200,105,8.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001041300,105,9.5,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041400,105,9.6,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041500,105,9.5,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041600,105,8.9,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041700,105,7.9,0,0,-0.9396926207859083,0.342020143325669,DB01
202001041800,105,6.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001041900,105,5.3,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202001042000,105,4.6,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001042100,105,4.4,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001042200,105,3.7,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202001042300,105,3.3,0,0,-0.9396926207859084,-0.34202014332566855,DB01
