TM,STN,TA,POP,is_precip,WD_sin,WD_cos,SKY
202101010000,104,-5.4,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202101010100,104,-4.8,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202101010200,104,-5.1,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202101010300,104,-5.3,0,0,-1.0,-1.8369701987210297e-16,DB01
202101010400,104,-7.3,0,0,1.2246467991473532e-16,-1.0,DB01
202101010500,104,-6.9,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202101010600,104,-4.9,0,0,-1.0,-1.8369701987210297e-16,DB01
202101010700,104,-7.3,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101010800,104,-7.7,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101010900,104,-5.5,0,0,1.2246467991473532e-16,-1.0,DB01
202101011000,104,-2.5,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101011100,104,-1.2,0,0,1.0,6.123233995736766e-17,DB01
202101011200,104,1.1,0,0,-0.3420201433256686,0.9396926207859084,DB01
202101011300,104,1.5,0,0,-1.0,-1.8369701987210297e-16,DB01
202101011400,104,2.3,0,0,-1.0,-1.8369701987210297e-16,DB01
202101011500,104,2.6,0,0,-0.6427876096865396,0.7660444431189778,DB01
202101011600,104,1.6,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202101011700,104,-0.2,0,0,-1.0,-1.8369701987210297e-16,DB01
202101011800,104,-2.4,0,0,1.0,6.123233995736766e-17,DB01
202101011900,104,-3.1,0,0,-0.6427876096865396,0.7660444431189778,DB01
202101012000,104,-2.3,0,0,1.2246467991473532e-16,-1.0,DB01
202101012100,104,-3.1,0,0,0.0,1.0,DB01
202101012200,104,-4.1,0,0,-1.0,-1.8369701987210297e-16,DB02
202101012300,104,-4.0,0,0,-1.0,-1.8369701987210297e-16,DB02
202101020000,104,-3.4,0,0,-0.7660444431189779,-0.6427876096865395,DB02
202101020100,104,-3.3,0,0,-1.0,-1.8369701987210297e-16,DB02
202101020200,104,-3.3,0,0,-1.0,-1.8369701987210297e-16,DB02
202101020300,104,-3.2,0,0,-0.9396926207859084,-0.34202014332566855,DB01
202101020400,104,-3.2,0,0,-0.6427876096865396,0.7660444431189778,DB01
202101020500,104,-4.3,0,0,0.0,1.0,DB01
202101020600,104,-6.0,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202101020700,104,-6.8,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101020800,104,-4.7,0,0,-1.0,-1.8369701987210297e-16,DB01
202101020900,104,-3.7,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101021000,104,-1.5,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202101021100,104,-0.8,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101021200,104,0.7,0,0,-1.0,-1.8369701987210297e-16,DB01
202101021300,104,1.3,0,0,-1.0,-1.8369701987210297e-16,DB01
202101021400,104,1.5,0,0,-1.0,-1.8369701987210297e-16,DB01
202101021500,104,1.8,0,0,-1.0,-1.8369701987210297e-16,DB01
202101021600,104,1.0,0,0,-0.9396926207859083,0.342020143325669,DB01
202101021700,104,-0.8,0,0,0.9396926207859083,0.3420201433256688,DB01
202101021800,104,-2.1,0,0,0.9396926207859083,0.3420201433256688,DB01
202101021900,104,-3.5,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101022000,104,-3.4,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101022100,104,-3.9,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101022200,104,-3.9,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101022300,104,-5.0,0,0,-1.0,-1.8369701987210297e-16,DB01
202101030000,104,-5.3,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202101030100,104,-4.9,0,0,0.3420201433256689,-0.9396926207859083,DB01
202101030200,104,-5.7,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202101030300,104,-6.3,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101030400,104,-6.5,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101030500,104,-7.6,0,0,0.3420201433256689,-0.9396926207859083,DB01
202101030600,104,-6.8,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101030700,104,-4.2,0,0,-0.7660444431189779,-0.6427876096865395,DB01
202101030800,104,-3.8,0,0,-1.0,-1.8369701987210297e-16,DB01
202101030900,104,-4.6,0,0,1.0,6.123233995736766e-17,DB01
202101031000,104,-2.5,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101031100,104,-1.0,0,0,-1.0,-1.8369701987210297e-16,DB01
202101031200,104,0.3,0,0,-1.0,-1.8369701987210297e-16,DB01
202101031300,104,1.0,0,0,-1.0,-1.8369701987210297e-16,DB02
202101031400,104,1.0,0,0,-1.0,-1.8369701987210297e-16,DB03
202101031500,104,1.2,0,0,-1.0,-1.8369701987210297e-16,DB04
202101031600,104,0.5,0,0,-1.0,-1.8369701987210297e-16,DB04
202101031700,104,-0.7,0,0,0.0,1.0,DB04
202101031800,104,-1.9,0,0,0.0,1.0,DB04
202101031900,104,-2.7,0,0,0.9396926207859083,0.3420201433256688,DB02
202101032000,104,-2.5,0,0,-0.34202014332566866,-0.9396926207859084,DB01
202101032100,104,-3.5,0,0,0.3420201433256689,-0.9396926207859083,DB01
202101032200,104,-3.2,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101032300,104,-4.1,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101040000,104,-4.3,0,0,0.9396926207859084,-0.3420201433256687,DB01
202101040100,104,-5.1,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101040200,104,-5.1,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101040300,104,-5.6,0,0,1.2246467991473532e-16,-1.0,DB01
202101040400,104,-5.8,0,0,0.3420201433256689,-0.9396926207859083,DB01
202101040500,104,-5.5,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101040600,104,-4.9,0,0,1.2246467991473532e-16,-1.0,DB01
202101040700,104,-5.4,0,0,0.6427876096865395,-0.7660444431189779,DB02
202101040800,104,-6.2,0,0,0.6427876096865395,-0.7660444431189779,DB01
202101040900,104,-3.3,0,0,0.3420201433256689,-0.9396926207859083,DB01
202101041000,104,-0.2,0,0,0.3420201433256689,-0.9396926207859083,DB01
202101041100,104,1.9,0,0,-1.0,-1.8369701987210297e-16,DB01
202101041200,104,3.6,0,0,0.766044443118978,0.6427876096865394,DB01
202101041300,104,3.5,0,0,1.0,6.123233995736766e-17,DB03
202101041400,104,4.1,0,0,1.0,6.123233995736766e-17,DB03
202101041500,104,3.7,0,0,1.0,6.123233995736766e-17,DB03
202101041600,104,3.1,0,0,-0.3420201433256686,0.9396926207859084,DB03
202101041700,104,2.5,0,0,0.0,1.0,DB04
202101041800,104,2.2,0,0,0.6427876096865395,-0.7660444431189779,DB04
202101041900,104,1.4,0,0,-0.7660444431189779,-0.6427876096865395,DB03
202101042000,104,0.9,0,0,-0.7660444431189779,-0.6427876096865395,DB03
202101042100,104,0.1,0,0,1.2246467991473532e-16,-1.0,DB03
202101042200,104,0.2,0,0,0.9396926207859084,-0.3420201433256687,DB04
202101042300,104,0.0,0,0,-0.9396926207859083,0.342020143325669,DB04
202101050000,104,-0.7,0,0,-0.9396926207859083,0.342020143325669,DB04
202101050100,104,-0.2,0,0,-0.6427876096865396,0.7660444431189778,DB04
202101050200,104,-0.8,0,0,-0.9396926207859084,-0.34202014332566855,DB04
202101050300,104,-1.6,0,0,0.0,1.0,DB04
202101050400,104,-2.6,0,0,-1.0,-1.8369701987210297e-16,DB02
202101050500,104,-3.3,0,0,-0.9396926207859083,0.342020143325669,DB02
202101050600,104,-3.3,0,0,0.0,1.0,DB01
202101050700,104,-3.1,0,0,0.0,1.0,DB01
202101050800,104,-3.2,0,0,0.6427876096865395,-0.7660444431189779,DB02
